,ENSG00000242268.2,ENSG00000259041.1,ENSG00000270112.3,ENSG00000167578.16,ENSG00000078237.5,ENSG00000269416.5,ENSG00000146083.11,ENSG00000158486.13,ENSG00000273639.4,ENSG00000198242.13,ENSG00000231981.3,ENSG00000269475.2,ENSG00000134108.12,ENSG00000261030.1,ENSG00000172137.18,ENSG00000276644.4,ENSG00000240423.1,ENSG00000271616.1,ENSG00000234881.1,ENSG00000236040.1,ENSG00000231105.1,ENSG00000094963.13,ENSG00000182141.9,ENSG00000280143.1,ENSG00000251334.2,ENSG00000231112.1,ENSG00000258610.1,ENSG00000264981.1,ENSG00000275265.1,ENSG00000185105.4,ENSG00000233540.1,ENSG00000102174.8,ENSG00000166391.14,ENSG00000232001.1,ENSG00000270469.1,ENSG00000234253.1,ENSG00000070087.13,ENSG00000262950.1,ENSG00000255420.1,ENSG00000280038.1,ENSG00000153561.12,ENSG00000251538.5,ENSG00000269148.1,ENSG00000253438.2,ENSG00000235411.1,ENSG00000179262.9,ENSG00000278099.1,ENSG00000104833.10,ENSG00000166368.2,ENSG00000206072.12,ENSG00000006695.10,ENSG00000258630.1,ENSG00000187513.8,ENSG00000225269.2,ENSG00000214062.5,ENSG00000095587.8,ENSG00000167700.8,ENSG00000274219.1,ENSG00000254102.1,ENSG00000265096.1,ENSG00000064601.16,ENSG00000227766.1,ENSG00000008517.16,ENSG00000261475.2,ENSG00000229637.3,ENSG00000266644.1,ENSG00000227896.2,ENSG00000214541.3,ENSG00000070081.15,ENSG00000166634.6,ENSG00000275479.1,ENSG00000112309.10,ENSG00000261789.1,ENSG00000254092.1,ENSG00000158480.10,ENSG00000197421.9,ENSG00000280171.1,ENSG00000260900.1,ENSG00000266579.1,ENSG00000278732.1,ENSG00000196167.9,ENSG00000264438.2,ENSG00000254131.1,ENSG00000118972.1,ENSG00000264104.1,ENSG00000179833.4,ENSG00000165312.6,ENSG00000159618.15,ENSG00000064225.12,ENSG00000250571.6,ENSG00000057294.13,ENSG00000226530.1,ENSG00000134709.10,ENSG00000166007.11,ENSG00000171861.10,ENSG00000278923.1,ENSG00000167768.4,ENSG00000273637.1,ENSG00000280159.1,ENSG00000232216.1
TCGA-A2-A3XX-01,-4.6082,-9.9658,-4.6082,4.8734,1.5998,-5.5735,4.1859,-2.114,-9.9658,9.8904,-9.9658,-9.9658,4.7247,-9.9658,9.4821,-3.458,-3.816,-9.9658,-9.9658,-9.9658,-3.6259,5.2126,0.1648,2.9984,-9.9658,-9.9658,2.1925,-9.9658,-9.9658,-3.458,-9.9658,-2.7274,-0.5332,-9.9658,-5.0116,-9.9658,7.148,-9.9658,-9.9658,-2.9324,3.091,-9.9658,-2.9324,-2.9324,-3.0469,6.4333,-9.9658,-0.9132,-9.9658,-9.9658,3.6066,-6.5064,3.0961,-6.5064,-3.458,-3.458,5.9883,-9.9658,-5.5735,-3.6259,7.3766,0.4447,6.7184,-9.9658,1.8119,-4.2934,-0.1665,-2.5479,5.5623,-5.5735,2.236,-2.9324,-9.9658,-3.6259,3.5863,-0.5756,-9.9658,-9.9658,-3.0469,-9.9658,-0.4521,-9.9658,-2.0529,-9.9658,-9.9658,3.6578,2.0218,-0.013,4.3075,5.8392,2.0844,-9.9658,2.5756,-9.9658,3.6242,-9.9658,0.8726,-9.9658,-4.035,4.215
GTEX-QXCU-0626-SM-2TC69,-9.9658,-9.9658,-6.5064,4.5742,1.5902,-9.9658,5.1494,-4.035,-9.9658,9.7236,-3.458,-9.9658,5.8968,-9.9658,1.2934,0.5271,-2.8262,-9.9658,-9.9658,-2.9324,-2.2447,5.4935,1.1512,5.8063,-9.9658,-9.9658,2.5238,-9.9658,-9.9658,-5.0116,-9.9658,2.1574,-5.0116,-9.9658,-9.9658,-9.9658,3.7105,-9.9658,-9.9658,-0.9406,3.3938,-9.9658,0.0854,-3.0469,-1.8314,6.7023,-9.9658,-0.9406,-9.9658,-2.7274,1.8323,-9.9658,4.3227,-9.9658,-9.9658,-3.458,2.1509,-9.9658,-2.5479,0.0014,7.2076,2.0912,7.9614,-9.9658,-9.9658,-0.1031,-2.7274,-1.2481,5.327,-9.9658,-9.9658,-0.4719,-9.9658,-9.9658,2.8422,-1.7322,-9.9658,-9.9658,-9.9658,-9.9658,0.2029,-9.9658,-1.2828,-5.5735,-9.9658,4.2243,4.0313,-2.1779,2.7868,2.5313,2.2813,-1.9942,1.9415,-9.9658,2.9338,-9.9658,0.7407,-9.9658,-3.816,-0.7588
TCGA-DQ-5624-01,-9.9658,-9.9658,-9.9658,5.126,3.7237,-6.5064,4.9991,-0.6643,-9.9658,9.5779,-9.9658,-5.5735,5.905,-9.9658,-0.7346,-2.2447,-3.6259,-9.9658,-9.9658,-9.9658,-5.0116,-0.2159,0.346,0.1903,-9.9658,-9.9658,1.1641,-9.9658,-9.9658,-1.9379,-9.9658,-1.1811,-3.1714,-9.9658,-9.9658,-9.9658,7.0464,-9.9658,-9.9658,-4.6082,3.5461,-9.9658,-9.9658,-4.035,-5.5735,6.4261,-9.9658,-2.8262,-9.9658,-0.6416,3.2707,-9.9658,1.3051,-5.0116,-9.9658,0.6608,4.3583,-9.9658,-6.5064,-3.816,7.9256,-0.9686,7.3051,-9.9658,-1.2142,-4.2934,-4.6082,-9.9658,4.1986,-3.0469,-9.9658,-3.6259,-9.9658,-2.7274,3.1426,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-9.9658,-2.1779,-9.9658,-9.9658,4.7291,4.7903,-1.8836,0.688,3.3336,4.2274,-9.9658,1.9822,-9.9658,2.9186,-9.9658,6.8957,-9.9658,-9.9658,0.4761
TCGA-KK-A7B3-01,-9.9658,-9.9658,-6.5064,5.044,1.105,-4.035,4.6628,-6.5064,3.3675,10.5836,-9.9658,-9.9658,4.9294,-9.9658,-2.9324,1.8879,-4.2934,-9.9658,-9.9658,-9.9658,-3.1714,0.3573,1.7617,3.9792,-9.9658,-9.9658,3.0978,-9.9658,-2.9324,-3.1714,-9.9658,-2.9324,-0.2498,-9.9658,-9.9658,-9.9658,7.5225,-4.6082,-9.9658,-1.5951,2.8137,-6.5064,-1.1488,0.03,-4.6082,6.7189,-9.9658,3.623,-9.9658,2.0147,2.3366,-2.7274,2.8542,-9.9658,-3.3076,-0.6873,5.2242,-9.9658,-5.5735,-9.9658,6.4157,1.6649,6.7009,-9.9658,5.7328,-2.3884,0.0718,-3.6259,7.1547,-9.9658,3.1653,-1.7809,-9.9658,-9.9658,3.6543,-2.5479,-9.9658,-9.9658,-0.6643,-9.9658,3.6172,-9.9658,-3.816,-6.5064,-9.9658,2.874,2.3536,-0.9971,1.6281,4.2914,2.2813,-4.2934,2.0076,-9.9658,3.7335,-9.9658,-1.1172,-9.9658,-6.5064,-2.8262
GTEX-1269C-2626-SM-5EQ5C,-9.9658,-9.9658,-2.4659,2.5658,0.8805,-9.9658,2.9052,-4.2934,-9.9658,9.2486,-9.9658,-9.9658,4.5098,-9.9658,-4.035,-0.2328,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,2.5707,-0.1504,0.9568,-9.9658,-9.9658,0.8961,-9.9658,-3.0469,4.8213,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,6.5003,-9.9658,-9.9658,-3.3076,4.6623,-9.9658,-2.4659,-9.9658,-4.6082,8.1878,-9.9658,-0.6416,-9.9658,-5.0116,4.1812,-9.9658,4.0251,-2.4659,-9.9658,-0.9971,3.3897,-9.9658,-9.9658,-9.9658,5.1583,-0.6416,5.3463,-9.9658,-9.9658,-3.458,-1.9379,-9.9658,4.0601,-9.9658,-9.9658,-0.5756,-9.9658,-9.9658,2.5437,-3.3076,-9.9658,-9.9658,-9.9658,-9.9658,-1.685,-9.9658,-0.4921,-9.9658,-9.9658,2.1798,5.5604,-5.0116,2.1862,2.183,1.3167,-9.9658,-2.8262,-9.9658,3.865,-9.9658,2.3308,-4.035,-9.9658,-9.9658
GTEX-12WSK-2326-SM-5GCOH,-9.9658,-9.9658,-9.9658,4.5994,-0.0425,-5.5735,5.406,-0.1993,-9.9658,10.5816,-1.0862,-9.9658,5.9423,-9.9658,0.6608,-0.6643,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,1.8323,1.0503,2.9747,-9.9658,-9.9658,0.6699,-9.9658,-9.9658,-5.0116,-9.9658,-3.6259,0.058,-9.9658,-9.9658,-9.9658,3.1556,-9.9658,-9.9658,-1.6394,4.2721,-9.9658,0.2642,-2.1779,-4.035,6.8102,-9.9658,1.5514,-9.9658,-9.9658,2.8034,-9.9658,4.4764,-4.6082,-1.5105,-1.7322,3.6928,-9.9658,-5.0116,-9.9658,7.0926,0.4016,3.5362,-9.9658,-9.9658,-2.5479,-0.1187,-9.9658,3.5718,4.6662,2.2842,0.0854,-9.9658,-9.9658,2.5437,-0.8599,-5.0116,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,3.5791,3.5982,-2.8262,4.1899,4.3513,2.0289,-9.9658,3.8167,-9.9658,3.9127,-9.9658,13.4532,-9.9658,-3.1714,-9.9658
TCGA-06-5412-01,-4.2934,-9.9658,0.1519,6.1687,4.3148,-2.0529,3.9022,-9.9658,-9.9658,10.3632,-9.9658,-9.9658,6.0337,-9.9658,2.2663,0.1519,-0.394,-9.9658,-9.9658,-9.9658,-4.035,0.6969,2.081,0.7321,-9.9658,-9.9658,4.2533,-9.9658,-9.9658,-0.8084,-9.9658,-0.1345,-9.9658,-1.5951,-4.6082,-9.9658,7.4275,-9.9658,-9.9658,-4.6082,2.77,-9.9658,-4.2934,-2.8262,-2.7274,6.4762,-9.9658,4.2862,-5.0116,-9.9658,2.4306,-9.9658,3.6804,-4.6082,-9.9658,-1.9942,4.174,-9.9658,-5.5735,-1.5951,7.65,3.0808,6.059,-9.9658,-2.2447,-2.7274,-4.035,-3.0469,6.4175,-5.0116,0.4447,0.8327,-4.6082,-9.9658,2.3536,-2.6349,-6.5064,-9.9658,-9.9658,-9.9658,0.1257,-9.9658,-3.1714,-9.9658,-9.9658,3.0671,3.1377,0.1519,3.6883,3.3647,-0.9686,-0.0425,-4.2934,-9.9658,3.5887,-9.9658,-3.816,-9.9658,-2.9324,-9.9658
GTEX-P4PQ-0126-SM-2S1NM,-9.9658,-9.9658,-9.9658,4.9556,1.0711,-9.9658,4.6611,-0.6873,-9.9658,10.7202,-9.9658,-9.9658,5.6133,-9.9658,3.3307,-0.5756,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,2.8838,-0.1828,4.8714,-9.9658,-9.9658,0.1124,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-0.0877,-9.9658,-9.9658,-9.9658,4.0679,-9.9658,-9.9658,-0.7108,3.5149,-9.9658,-0.2845,-1.8314,-9.9658,6.3011,-9.9658,1.2147,-9.9658,-9.9658,2.4934,-9.9658,5.1061,-1.685,-9.9658,-1.4305,3.2929,-9.9658,-9.9658,-1.7322,6.9701,-0.9686,3.6101,-9.9658,-0.4325,-0.0877,-1.1172,-0.8599,3.5971,3.3883,-9.9658,-0.7108,-9.9658,-9.9658,1.9073,1.6374,-4.035,-9.9658,-9.9658,-9.9658,0.24,-9.9658,-9.9658,-9.9658,-9.9658,3.5887,3.832,-2.3147,3.4569,4.3834,2.9562,-9.9658,2.7657,-9.9658,4.0807,-9.9658,12.1455,-9.9658,-3.1714,-9.9658
TCGA-SX-A7SM-01,-3.458,-9.9658,-6.5064,4.14,2.05,-5.5735,4.5754,-0.6873,-9.9658,10.1582,-9.9658,-9.9658,4.957,-9.9658,-3.1714,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-4.035,0.2154,0.9935,-9.9658,-9.9658,1.6281,-9.9658,-9.9658,-4.6082,-3.3076,-3.0469,-4.6082,-9.9658,-9.9658,-9.9658,3.2328,-9.9658,-9.9658,-3.816,2.651,-9.9658,-3.0469,-2.7274,-9.9658,6.5354,-9.9658,1.1897,-9.9658,-9.9658,3.2143,-4.035,1.5758,-5.5735,-9.9658,-1.3183,4.1939,-9.9658,-9.9658,-1.6394,7.9666,2.4252,10.6267,-9.9658,-9.9658,-3.458,-1.8836,-9.9658,5.5195,-9.9658,0.8883,-2.6349,-9.9658,-9.9658,2.6371,-0.8339,-2.9324,-9.9658,-9.9658,-9.9658,1.5612,-9.9658,-9.9658,-6.5064,-9.9658,3.1112,2.3451,2.5288,1.5216,3.4713,1.8524,-3.1714,3.6136,-9.9658,3.6042,-9.9658,-4.035,-9.9658,-4.2934,-2.4659
TCGA-BP-4765-01,-3.1714,-9.9658,-6.5064,4.6212,3.0723,-2.8262,4.3667,-5.0116,-9.9658,10.592,-3.816,-9.9658,4.9631,-9.9658,-3.6259,1.5806,-5.5735,-9.9658,-9.9658,-9.9658,-2.8262,3.4843,1.7141,3.325,-9.9658,-9.9658,2.8055,-9.9658,-9.9658,-5.5735,-9.9658,-1.9942,-3.3076,-9.9658,-9.9658,-9.9658,6.1402,-4.6082,-9.9658,-2.5479,4.0322,-9.9658,-1.3921,-3.1714,-5.5735,6.3737,-9.9658,0.058,-5.5735,-9.9658,2.982,-5.0116,6.4145,-4.2934,-3.1714,-4.6082,2.2452,-9.9658,-3.1714,-1.9942,6.9639,1.6785,9.8107,-9.9658,-4.035,-2.0529,-1.5522,-9.9658,6.102,-9.9658,1.3791,-0.3383,-9.9658,-9.9658,2.6208,3.1195,-9.9658,-9.9658,-9.9658,-9.9658,1.9601,-9.9658,-3.458,-6.5064,-9.9658,4.1547,3.7667,-0.5756,2.409,3.1278,2.2113,-4.2934,5.2338,-9.9658,3.8441,-9.9658,-6.5064,-5.0116,-4.6082,-0.4325
GTEX-ZA64-1526-SM-5CVMD,-1.6394,-9.9658,-3.458,4.8679,1.9452,-9.9658,4.1804,-6.5064,-9.9658,10.3807,-9.9658,-9.9658,5.0488,-9.9658,5.1048,-0.1345,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,4.4067,1.5758,4.2289,-9.9658,-9.9658,2.3479,-9.9658,-9.9658,-4.035,-9.9658,-0.6643,-2.8262,-9.9658,-9.9658,-9.9658,4.1343,-9.9658,-9.9658,-0.1345,3.1377,-9.9658,-0.9686,-3.816,-3.458,6.4358,1.334,-1.9379,-9.9658,-9.9658,2.409,-9.9658,5.6191,-2.0529,-3.6259,-6.5064,2.7993,-9.9658,-4.2934,-0.4921,6.5916,0.3115,2.4279,-9.9658,-9.9658,-9.9658,-1.9942,-0.4325,4.499,-9.9658,-9.9658,-0.6416,-9.9658,-9.9658,1.884,-1.7809,-9.9658,-9.9658,-9.9658,-9.9658,0.547,-9.9658,-2.4659,-9.9658,-9.9658,3.002,2.3704,-4.2934,3.0893,3.9374,2.1541,-9.9658,-2.0529,-9.9658,3.002,-9.9658,1.6604,-9.9658,-4.6082,-9.9658
TCGA-CZ-5459-01,-4.6082,-9.9658,-9.9658,4.5349,1.2756,-6.5064,4.0462,-6.5064,-9.9658,10.6667,-9.9658,-9.9658,4.1531,-9.9658,-2.7274,-2.1779,-9.9658,-9.9658,-9.9658,-9.9658,-4.035,1.5902,0.4552,1.4335,-9.9658,-9.9658,2.3649,-9.9658,-2.114,-9.9658,-9.9658,-0.7346,-9.9658,-9.9658,-3.3076,-9.9658,4.5856,-9.9658,-9.9658,-3.6259,2.9432,-9.9658,-3.816,-2.2447,-9.9658,6.2578,-9.9658,2.6464,-9.9658,-9.9658,2.9674,-6.5064,5.4118,-6.5064,-4.6082,-3.1714,2.9618,-9.9658,-5.0116,1.0983,7.1891,3.3549,9.4679,-9.9658,-9.9658,-4.035,-3.3076,-9.9658,5.9265,-9.9658,1.0079,-2.4659,-9.9658,-9.9658,1.8762,1.614,-6.5064,-9.9658,-9.9658,-9.9658,3.4048,-9.9658,-2.5479,-9.9658,-9.9658,3.3828,3.2796,0.9419,1.595,2.8014,2.2051,-4.2934,3.8095,-9.9658,3.6646,-9.9658,-4.035,-9.9658,-6.5064,2.4934
TCGA-44-6778-01,-9.9658,-9.9658,-5.5735,5.3162,3.5633,1.1316,4.9996,-2.9324,-9.9658,9.7699,-9.9658,-2.3884,5.4446,-9.9658,-1.0862,2.1411,-9.9658,-9.9658,-9.9658,-9.9658,-1.9379,4.9275,2.7805,2.233,-9.9658,-9.9658,2.8974,-9.9658,-9.9658,-3.458,-9.9658,-0.2845,-2.4659,-9.9658,-9.9658,-9.9658,6.2572,-9.9658,-9.9658,-3.816,4.1891,-9.9658,-2.3147,-0.4325,-3.6259,6.2073,-9.9658,-0.5756,-9.9658,-9.9658,3.2313,-9.9658,3.1939,-9.9658,-9.9658,-3.458,2.8462,-9.9658,-4.035,-3.3076,7.4259,0.8408,8.0898,-9.9658,-9.9658,-2.7274,-2.3884,-9.9658,6.6775,-9.9658,-9.9658,-2.9324,-9.9658,-9.9658,2.6325,-0.0574,-9.9658,-9.9658,-9.9658,-9.9658,0.6608,-9.9658,-9.9658,-6.5064,-9.9658,3.7507,4.0019,1.766,3.1426,3.1701,2.4753,-3.458,3.9147,-9.9658,2.9128,-9.9658,-0.1345,-3.816,-9.9658,6.624
TCGA-56-8305-01,-9.9658,-9.9658,-9.9658,5.166,3.3577,0.8568,4.4602,0.9191,-9.9658,9.3931,-3.3076,-9.9658,5.5233,-9.9658,4.2921,0.3907,-5.0116,-9.9658,-9.9658,-9.9658,-2.1779,0.5955,0.4657,2.3816,-9.9658,-9.9658,0.2881,-9.9658,-9.9658,-2.5479,-9.9658,1.7954,-5.0116,-9.9658,-4.6082,-9.9658,8.1567,-9.9658,-9.9658,-2.3884,4.2243,-9.9658,-1.7809,-1.8314,-1.6394,7.0747,-9.9658,2.6302,-9.9658,0.5955,3.7898,-9.9658,1.7786,-2.4659,-9.9658,-0.4921,4.2041,-9.9658,-9.9658,-1.8836,6.7849,0.3346,6.6036,-9.9658,0.434,-2.7274,-3.1714,-2.9324,5.6614,0.4865,3.3492,-1.9942,-9.9658,-9.9658,3.091,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,0.547,-9.9658,-1.4305,-6.5064,-9.9658,4.728,1.8918,-0.9686,1.4494,3.4504,2.1345,-3.816,2.1925,-9.9658,3.7421,-9.9658,6.2769,-9.9658,-6.5064,4.3234
GTEX-1122O-0426-SM-5H12G,-9.9658,-9.9658,-6.5064,5.5426,2.7444,-9.9658,4.1302,-9.9658,-9.9658,10.2477,-9.9658,-9.9658,5.488,-9.9658,0.3573,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-2.5479,5.438,1.5709,9.1484,-9.9658,-9.9658,1.7489,-9.9658,-9.9658,-5.5735,-9.9658,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,6.4567,-9.9658,-9.9658,0.1257,2.8076,-9.9658,-1.2481,-9.9658,-9.9658,6.5381,-9.9658,-0.0425,-9.9658,-9.9658,2.3135,-9.9658,5.4559,-3.6259,-1.8836,-3.1714,2.7763,-9.9658,-5.5735,-1.9942,6.6816,0.6517,4.3371,-9.9658,-9.9658,-9.9658,-0.8599,-2.114,5.939,-9.9658,-9.9658,-1.5951,-9.9658,-9.9658,2.1541,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,0.4657,-9.9658,-9.9658,-9.9658,-9.9658,3.7237,3.5523,-4.2934,3.1195,3.9783,0.4865,-0.0277,-1.8314,-9.9658,3.4143,-9.9658,1.5216,-9.9658,-1.1488,-9.9658
TCGA-CZ-5468-11,-9.9658,-9.9658,0.1388,4.944,3.1604,-0.9406,3.8551,-4.6082,-9.9658,9.992,-9.9658,-9.9658,5.6053,-9.9658,-9.9658,1.4652,-5.5735,-9.9658,-9.9658,-9.9658,-4.6082,3.6066,0.8647,1.6604,-9.9658,-9.9658,1.7446,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-2.5479,-9.9658,-9.9658,-9.9658,7.3062,-9.9658,-9.9658,-3.458,4.0278,-9.9658,-9.9658,-2.4659,-4.6082,5.9043,-9.9658,-1.8836,-9.9658,-9.9658,3.3379,-4.6082,5.5398,-9.9658,-9.9658,-0.4131,4.6877,-9.9658,-5.5735,-3.0469,7.3194,0.3907,6.3723,-9.9658,-9.9658,-9.9658,-3.458,-3.458,5.954,-9.9658,1.0503,-2.9324,-9.9658,-9.9658,2.3222,1.4652,-9.9658,-9.9658,-9.9658,-9.9658,3.2389,-9.9658,-9.9658,-9.9658,-9.9658,2.9394,4.0278,-2.3884,3.287,2.7422,2.3508,-0.5973,3.9384,-9.9658,4.0287,-9.9658,-4.2934,-9.9658,-2.4659,-3.6259
TCGA-BH-A0BQ-11,-9.9658,-9.9658,-9.9658,4.4108,2.3077,-4.6082,4.5349,-1.5951,-9.9658,10.5473,-9.9658,-9.9658,5.7151,-9.9658,3.8571,3.1458,-1.1811,-9.9658,-9.9658,-9.9658,-3.0469,5.9057,2.5511,5.2854,-9.9658,-9.9658,1.3901,-9.9658,-9.9658,-3.816,-9.9658,-0.9686,1.0915,-9.9658,-9.9658,-9.9658,6.1283,-9.9658,-9.9658,-4.035,4.2639,-9.9658,-9.9658,-4.2934,-9.9658,6.1347,-9.9658,-1.8836,-9.9658,-9.9658,3.4945,-2.7274,3.1311,-3.458,-4.2934,-2.3147,3.7039,-9.9658,-3.6259,-2.6349,6.094,2.3077,6.6075,-9.9658,-9.9658,0.5069,-1.7809,-9.9658,6.6959,-9.9658,-9.9658,-1.2142,-9.9658,-9.9658,2.96,0.6145,-9.9658,-9.9658,-9.9658,-9.9658,2.4701,-9.9658,-9.9658,-9.9658,-9.9658,4.1595,3.1212,0.7748,2.5876,2.7508,4.9828,-0.394,3.4477,-9.9658,3.3148,-9.9658,-0.8599,-9.9658,-2.8262,4.4423
GTEX-1399Q-0005-SM-5NQAG,-9.9658,-9.9658,-9.9658,6.1117,1.8201,-9.9658,3.9838,-3.458,-9.9658,10.3489,-9.9658,-9.9658,4.298,-2.2447,-4.035,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-3.6259,-0.3383,1.3511,-9.9658,-9.9658,2.5087,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-9.9658,-2.1779,-9.9658,-9.9658,-6.5064,3.4713,-9.9658,-1.1488,-4.6082,-4.2934,6.7463,-9.9658,-0.2159,-9.9658,-5.5735,1.9034,-9.9658,-3.1714,-9.9658,-9.9658,-6.5064,3.1572,-9.9658,-6.5064,-9.9658,7.8084,2.2299,7.9214,-9.9658,-2.3147,-2.5479,-4.035,-1.3921,7.0005,-9.9658,0.044,-3.0469,-9.9658,-2.3884,0.6517,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,2.1047,0.3346,2.4035,1.5165,3.4504,-5.0116,-9.9658,-3.0469,-9.9658,2.7763,-9.9658,1.5465,-9.9658,-3.3076,5.1077
TCGA-4X-A9FA-01,-4.6082,-9.9658,-4.6082,5.1297,1.0363,-4.2934,4.2714,-0.5332,-3.1714,11.1442,-9.9658,-9.9658,5.0964,-9.9658,-1.5105,1.9786,-4.035,-9.9658,-9.9658,-4.2934,-3.0469,0.9935,0.7407,2.5683,-9.9658,-9.9658,3.0145,-9.9658,-2.1779,-3.3076,-9.9658,5.5946,-9.9658,-0.7346,-9.9658,-9.9658,6.3067,-9.9658,-9.9658,-1.685,3.3814,-9.9658,-5.0116,-2.2447,-5.5735,7.0435,-9.9658,-2.7274,-9.9658,-9.9658,2.496,-3.816,4.528,-9.9658,-3.816,0.3573,4.6329,-9.9658,-9.9658,-4.2934,6.918,3.1604,8.9832,-9.9658,-9.9658,-2.6349,-1.2828,-9.9658,5.9456,-4.035,0.9419,-0.6873,-6.5064,-3.6259,2.6208,-4.6082,-5.0116,-9.9658,-9.9658,-9.9658,3.6816,-9.9658,-9.9658,-9.9658,-9.9658,3.5899,3.8935,0.4967,2.5163,4.3097,5.0993,-9.9658,0.8961,-9.9658,4.1579,-9.9658,-0.4131,-9.9658,-4.6082,2.7422
TCGA-DD-AAW0-01,-9.9658,-9.9658,-9.9658,4.6077,2.6464,-4.2934,3.8085,-4.2934,-9.9658,8.7057,-9.9658,-9.9658,4.6352,-9.9658,-9.9658,-1.7809,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.7832,0.2154,0.4447,-9.9658,-9.9658,1.4859,-9.9658,-9.9658,-5.5735,-9.9658,-5.0116,5.3827,-9.9658,-9.9658,-9.9658,1.196,-9.9658,-9.9658,-4.2934,4.1417,-9.9658,-3.0469,-4.6082,-3.0469,6.0972,-9.9658,5.7167,-9.9658,-9.9658,3.3192,-5.0116,3.3379,-9.9658,-9.9658,-9.9658,5.4043,-9.9658,-3.816,-1.7809,7.3702,1.7009,11.7565,-9.9658,-9.9658,-9.9658,-2.6349,-9.9658,5.2567,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,1.9377,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,0.5666,-9.9658,-2.3884,-6.5064,-9.9658,2.5948,1.6558,0.2522,3.2766,3.623,3.5718,-9.9658,3.1523,-9.9658,3.6543,-9.9658,-9.9658,-4.6082,-5.0116,-1.8836
GTEX-11EI6-0826-SM-5985V,0.0718,-9.9658,-6.5064,6.0594,1.1447,-2.3884,6.0148,-2.2447,-9.9658,10.1909,-9.9658,-9.9658,4.9796,-9.9658,4.7981,2.3981,-4.2934,-9.9658,-9.9658,-9.9658,-1.4699,6.8839,2.0076,5.1692,-9.9658,-9.9658,3.5237,-9.9658,-2.3147,-5.0116,-1.9379,-2.8262,-5.0116,-9.9658,-9.9658,-9.9658,4.3378,-9.9658,-9.9658,-0.7108,2.9893,-9.9658,0.605,-4.035,-9.9658,6.3424,-9.9658,-0.013,-4.035,-9.9658,1.5661,-9.9658,5.3671,-9.9658,-9.9658,-5.0116,2.9281,-9.9658,-2.8262,-1.1172,7.0116,4.2358,9.6828,-9.9658,-9.9658,-0.394,-1.7809,-9.9658,5.4397,-9.9658,1.3051,0.547,-9.9658,-2.114,1.816,-3.1714,-9.9658,-9.9658,-9.9658,-9.9658,0.9268,-9.9658,-2.114,-9.9658,-9.9658,4.4894,3.7699,1.2023,2.0673,4.0375,1.0293,-2.8262,0.3346,-9.9658,2.183,-9.9658,2.2723,-4.035,-3.0469,-9.9658
GTEX-11EI6-3126-SM-5H111,-2.1779,-9.9658,-3.6259,6.3484,2.4008,-1.2481,5.0947,-0.7834,-9.9658,9.6922,-9.9658,-9.9658,5.1437,-9.9658,6.2034,2.2753,-2.9324,-9.9658,-9.9658,-3.458,-0.6193,2.4171,1.5758,4.4595,-9.9658,-9.9658,4.4317,-9.9658,-9.9658,-2.1779,-9.9658,-3.1714,-2.8262,-9.9658,-9.9658,-9.9658,6.0348,-9.9658,-9.9658,-0.4921,2.9243,-9.9658,-0.2498,-3.816,-4.6082,6.15,-9.9658,3.4451,-9.9658,-0.1665,1.7828,-9.9658,4.9824,-9.9658,-3.816,0.1519,4.597,-9.9658,-4.2934,-1.5951,6.7562,0.9862,5.0764,-9.9658,-9.9658,0.3231,-0.1993,-9.9658,6.6457,-4.6082,3.5312,-0.0277,-9.9658,-9.9658,3.0411,-1.1488,-4.2934,-9.9658,-9.9658,-9.9658,1.7141,-9.9658,-2.4659,-9.9658,-9.9658,2.5876,3.2677,-0.5332,3.8601,4.5497,3.2557,-0.1993,2.328,-9.9658,3.0995,-9.9658,2.7139,-9.9658,-1.8314,-9.9658
